Entity,Code,Year,Year,Crops - Barley - 44 - Production - 5510 - tonnes (tonnes)
Bolivia,BOL,2015,51405
Bolivia,BOL,2016,45996
Bolivia,BOL,2017,45483
Bolivia,BOL,2018,46620
Bosnia and Herzegovina,BIH,1992,58000
Bosnia and Herzegovina,BIH,1993,51000
Bosnia and Herzegovina,BIH,1994,44200
Bosnia and Herzegovina,BIH,1995,42000
Bosnia and Herzegovina,BIH,1996,47000
Bosnia and Herzegovina,BIH,1997,58032
Bosnia and Herzegovina,BIH,1998,63402
Bosnia and Herzegovina,BIH,1999,56295
Bosnia and Herzegovina,BIH,2000,53626
Bosnia and Herzegovina,BIH,2001,55535
Bosnia and Herzegovina,BIH,2002,61208
Bosnia and Herzegovina,BIH,2003,40070
Bosnia and Herzegovina,BIH,2004,62457
Bosnia and Herzegovina,BIH,2005,51879
Bosnia and Herzegovina,BIH,2006,62437
Bosnia and Herzegovina,BIH,2007,60748
Bosnia and Herzegovina,BIH,2008,77821
Bosnia and Herzegovina,BIH,2009,77222
Bosnia and Herzegovina,BIH,2010,50183
Bosnia and Herzegovina,BIH,2011,65667
Bosnia and Herzegovina,BIH,2012,65337
Bosnia and Herzegovina,BIH,2013,70844
Bosnia and Herzegovina,BIH,2014,48649
Bosnia and Herzegovina,BIH,2015,63194
Bosnia and Herzegovina,BIH,2016,77294
Bosnia and Herzegovina,BIH,2017,76324
Bosnia and Herzegovina,BIH,2018,79060
Brazil,BRA,1961,24310
Brazil,BRA,1962,27637
Brazil,BRA,1963,20484
Brazil,BRA,1964,28668
Brazil,BRA,1965,27451
Brazil,BRA,1966,34705
Brazil,BRA,1967,30682
Brazil,BRA,1968,28988
Brazil,BRA,1969,30620
Brazil,BRA,1970,26735
Brazil,BRA,1971,19647
Brazil,BRA,1972,15442
Brazil,BRA,1973,12855
Brazil,BRA,1974,12058
Brazil,BRA,1975,25463
Brazil,BRA,1976,61550
Brazil,BRA,1977,95266
Brazil,BRA,1978,143917
Brazil,BRA,1979,98125
Brazil,BRA,1980,74680
Brazil,BRA,1981,109877
Brazil,BRA,1982,98524
Brazil,BRA,1983,124931
Brazil,BRA,1984,77517
Brazil,BRA,1985,170618
Brazil,BRA,1986,185376
Brazil,BRA,1987,194514
Brazil,BRA,1988,125533
Brazil,BRA,1989,247502
Brazil,BRA,1990,157353
Brazil,BRA,1991,111650
Brazil,BRA,1992,125219
Brazil,BRA,1993,109952
Brazil,BRA,1994,90614
Brazil,BRA,1995,104634
Brazil,BRA,1996,209215
Brazil,BRA,1997,258847
Brazil,BRA,1998,300389
Brazil,BRA,1999,321789
Brazil,BRA,2000,282826
Brazil,BRA,2001,297824
Brazil,BRA,2002,244600
Brazil,BRA,2003,345320
Brazil,BRA,2004,397160
Brazil,BRA,2005,326251
Brazil,BRA,2006,202940
Brazil,BRA,2007,235577
Brazil,BRA,2008,236912
Brazil,BRA,2009,201249
Brazil,BRA,2010,278558
Brazil,BRA,2011,303872
Brazil,BRA,2012,265025
Brazil,BRA,2013,330682
Brazil,BRA,2014,251539
Brazil,BRA,2015,186285
Brazil,BRA,2016,379687
Brazil,BRA,2017,302731
Brazil,BRA,2018,330374
Bulgaria,BGR,1961,611517
Bulgaria,BGR,1962,599200
Bulgaria,BGR,1963,617680
Bulgaria,BGR,1964,763664
Bulgaria,BGR,1965,875936
Bulgaria,BGR,1966,1063936
Bulgaria,BGR,1967,985375
Bulgaria,BGR,1968,807446
Bulgaria,BGR,1969,905102
Bulgaria,BGR,1970,1167015
Bulgaria,BGR,1971,1253277
Bulgaria,BGR,1972,1426690
Bulgaria,BGR,1973,1367884
Bulgaria,BGR,1974,1635815
Bulgaria,BGR,1975,1699034
Bulgaria,BGR,1976,1781493
Bulgaria,BGR,1977,1481480
Bulgaria,BGR,1978,1488338
Bulgaria,BGR,1979,1536355
Bulgaria,BGR,1980,1375483
Bulgaria,BGR,1981,1405969
Bulgaria,BGR,1982,1435860
Bulgaria,BGR,1983,1047198
Bulgaria,BGR,1984,1279177
Bulgaria,BGR,1985,799628
Bulgaria,BGR,1986,1144212
Bulgaria,BGR,1987,1091450
Bulgaria,BGR,1988,1312655
Bulgaria,BGR,1989,1572058
Bulgaria,BGR,1990,1387396
Bulgaria,BGR,1991,1501617
Bulgaria,BGR,1992,1194726
Bulgaria,BGR,1993,932530
Bulgaria,BGR,1994,1143200
Bulgaria,BGR,1995,1172650
Bulgaria,BGR,1996,456669
Bulgaria,BGR,1997,809841
Bulgaria,BGR,1998,717105
Bulgaria,BGR,1999,653799
Bulgaria,BGR,2000,674461
Bulgaria,BGR,2001,930918
Bulgaria,BGR,2002,1211435
Bulgaria,BGR,2003,524990
Bulgaria,BGR,2004,1180836
Bulgaria,BGR,2005,657863
Bulgaria,BGR,2006,546292
Bulgaria,BGR,2007,419762
Bulgaria,BGR,2008,878001
Bulgaria,BGR,2009,858679
Bulgaria,BGR,2010,833271
Bulgaria,BGR,2011,707022
Bulgaria,BGR,2012,661932
Bulgaria,BGR,2013,728836
Bulgaria,BGR,2014,852231
Bulgaria,BGR,2015,697863
Bulgaria,BGR,2016,689850
Bulgaria,BGR,2017,595237
Bulgaria,BGR,2018,437507
Canada,CAN,1961,2452398
Canada,CAN,1962,3611322
Canada,CAN,1963,4816728
Canada,CAN,1964,3667776
Canada,CAN,1965,4752828
Canada,CAN,1966,6558488
Canada,CAN,1967,5505420
Canada,CAN,1968,7098652
Canada,CAN,1969,8083682
Canada,CAN,1970,8889225
Canada,CAN,1971,13098645
Canada,CAN,1972,11284776
Canada,CAN,1973,10223478
Canada,CAN,1974,8790300
Canada,CAN,1975,9510000
Canada,CAN,1976,10512959
Canada,CAN,1977,11801500
Canada,CAN,1978,10398000
Canada,CAN,1979,8478200
Canada,CAN,1980,11394300
Canada,CAN,1981,13724000
Canada,CAN,1982,13965600
Canada,CAN,1983,10209000
Canada,CAN,1984,10296000
Canada,CAN,1985,12387000
Canada,CAN,1986,14568000
Canada,CAN,1987,13957000
Canada,CAN,1988,10216000
Canada,CAN,1989,11784000
Canada,CAN,1990,13441400
Canada,CAN,1991,11617000
Canada,CAN,1992,11031500
Canada,CAN,1993,12972100
Canada,CAN,1994,11692000
Canada,CAN,1995,13032500
Canada,CAN,1996,15562000
Canada,CAN,1997,13533900
Canada,CAN,1998,12708700
Canada,CAN,1999,13196000
Canada,CAN,2000,13228600
Canada,CAN,2001,10845600
Canada,CAN,2002,7467700
Canada,CAN,2003,12164200
Canada,CAN,2004,12556700
Canada,CAN,2005,11677600
Canada,CAN,2006,9573100
Canada,CAN,2007,10909800
Canada,CAN,2008,11785800
Canada,CAN,2009,9528200
Canada,CAN,2010,7627200
Canada,CAN,2011,7891500
Canada,CAN,2012,8012300
Canada,CAN,2013,10281600
Canada,CAN,2014,7116800
Canada,CAN,2015,8256600
Canada,CAN,2016,8839400
Canada,CAN,2017,7891300
Canada,CAN,2018,8379700
Central America,,1961,174182
Central America,,1962,151175
Central America,,1963,185686
Central America,,1964,170644
Central America,,1965,193325
Central America,,1966,220163
Central America,,1967,203469
Central America,,1968,252839
Central America,,1969,212624
Central America,,1970,237724
Central America,,1971,270511
Central America,,1972,310273
Central America,,1973,392585
Central America,,1974,250695
Central America,,1975,440573
Central America,,1976,549548
Central America,,1977,418052
Central America,,1978,505752
Central America,,1979,368023
Central America,,1980,530396
Central America,,1981,551231
Central America,,1982,423905
Central America,,1983,557799
Central America,,1984,619676
Central America,,1985,536872
Central America,,1986,512989
Central America,,1987,618460
Central America,,1988,371036
Central America,,1989,435569
Central America,,1990,492562
Central America,,1991,580803
Central America,,1992,550596
Central America,,1993,541284
Central America,,1994,308126
Central America,,1995,487486
Central America,,1996,586657
Central America,,1997,471795
Central America,,1998,412168
Central America,,1999,455766
Central America,,2000,714070
Central America,,2001,762210
Central America,,2002,736665
Central America,,2003,1084636
Central America,,2004,931564
Central America,,2005,760732
Central America,,2006,869338
Central America,,2007,653124
Central America,,2008,781202
Central America,,2009,518864
Central America,,2010,672380
Central America,,2011,487461
Central America,,2012,1031547
Central America,,2013,594451
Central America,,2014,845725
Central America,,2015,734850
Central America,,2016,978367
Central America,,2017,1008176
Central America,,2018,1008659
Chile,CHL,1961,71880
Chile,CHL,1962,73290
Chile,CHL,1963,69730
Chile,CHL,1964,80430
Chile,CHL,1965,73996
Chile,CHL,1966,88039
Chile,CHL,1967,117540
Chile,CHL,1968,157155
Chile,CHL,1969,80100
Chile,CHL,1970,97401
Chile,CHL,1971,113648
Chile,CHL,1972,138990
Chile,CHL,1973,107449
Chile,CHL,1974,149600
Chile,CHL,1975,120560
Chile,CHL,1976,88980
Chile,CHL,1977,143080
Chile,CHL,1978,125520
Chile,CHL,1979,112080
Chile,CHL,1980,104980
Chile,CHL,1981,91370
Chile,CHL,1982,117850
Chile,CHL,1983,73240
Chile,CHL,1984,73510
Chile,CHL,1985,84960
Chile,CHL,1986,68077
Chile,CHL,1987,48331
Chile,CHL,1988,81619
Chile,CHL,1989,85087
Chile,CHL,1990,91585
Chile,CHL,1991,106959
Chile,CHL,1992,109089
Chile,CHL,1993,83970
Chile,CHL,1994,100289
Chile,CHL,1995,90630
Chile,CHL,1996,64103
Chile,CHL,1997,81131
Chile,CHL,1998,115350
Chile,CHL,1999,81473
Chile,CHL,2000,59639
Chile,CHL,2001,65454
Chile,CHL,2002,77151
Chile,CHL,2003,77010
Chile,CHL,2004,56156
Chile,CHL,2005,102417
Chile,CHL,2006,136700
Chile,CHL,2007,87895
Chile,CHL,2008,95869
Chile,CHL,2009,73424
Chile,CHL,2010,97370
Chile,CHL,2011,122682
Chile,CHL,2012,75879
Chile,CHL,2013,79611
Chile,CHL,2014,82350
Chile,CHL,2015,49574
Chile,CHL,2016,108269
Chile,CHL,2017,95482
Chile,CHL,2018,170652
China,CHN,1961,3710304
China,CHN,1962,5940264
China,CHN,1963,4500397
China,CHN,1964,4400740
China,CHN,1965,4801051
China,CHN,1966,2801037
China,CHN,1967,3000820
China,CHN,1968,2400843
China,CHN,1969,2401229
China,CHN,1970,2680851
China,CHN,1971,2800724
China,CHN,1972,2700554
China,CHN,1973,2900672
China,CHN,1974,3000489
China,CHN,1975,3000450
China,CHN,1976,3000664
China,CHN,1977,3000700
China,CHN,1978,3400700
China,CHN,1979,3600132
China,CHN,1980,2700111
China,CHN,1981,3100044
China,CHN,1982,3200060
China,CHN,1983,3000226
China,CHN,1984,3300000
China,CHN,1985,2700000
China,CHN,1986,2520000
China,CHN,1987,2800000
China,CHN,1988,3000000
China,CHN,1989,3000000
China,CHN,1990,3305843
China,CHN,1991,4200000
China,CHN,1992,4400000
China,CHN,1993,4150000
China,CHN,1994,4500000
China,CHN,1995,4420000
China,CHN,1996,4283000
China,CHN,1997,4313000
China,CHN,1998,3400000
China,CHN,1999,3300000
China,CHN,2000,2646000
China,CHN,2001,2893000
China,CHN,2002,3322000
China,CHN,2003,3249500
China,CHN,2004,3221800
China,CHN,2005,3444100
China,CHN,2006,3129600
China,CHN,2007,2785100
China,CHN,2008,2823200
China,CHN,2009,2318300
China,CHN,2010,1972200
China,CHN,2011,1637100
China,CHN,2012,1625800
China,CHN,2013,1699000
China,CHN,2014,1812000
China,CHN,2015,1868000
China,CHN,2016,1324598
China,CHN,2017,1897318
China,CHN,2018,1487906
Colombia,COL,1961,99390
Colombia,COL,1962,108000
Colombia,COL,1963,117587
Colombia,COL,1964,113649
Colombia,COL,1965,90000
Colombia,COL,1966,95000
Colombia,COL,1967,95200
Colombia,COL,1968,74800
Colombia,COL,1969,81800
Colombia,COL,1970,87100
Colombia,COL,1971,107200
Colombia,COL,1972,98000
Colombia,COL,1973,81500
Colombia,COL,1974,96900
Colombia,COL,1975,121800
Colombia,COL,1976,71400
Colombia,COL,1977,81300
Colombia,COL,1978,118900
Colombia,COL,1979,136600
Colombia,COL,1980,109460
Colombia,COL,1981,56400
Colombia,COL,1982,55600
Colombia,COL,1983,27800
Colombia,COL,1984,28200
Colombia,COL,1985,60400
Colombia,COL,1986,73200
Colombia,COL,1987,91600
Colombia,COL,1988,97200
Colombia,COL,1989,84600
Colombia,COL,1990,100400
Colombia,COL,1991,102400
Colombia,COL,1992,56039
Colombia,COL,1993,72552
Colombia,COL,1994,57702
Colombia,COL,1995,44930
Colombia,COL,1996,39647
Colombia,COL,1997,19009
Colombia,COL,1998,12126
Colombia,COL,1999,12131
Colombia,COL,2000,12291
Colombia,COL,2001,5625
Colombia,COL,2002,10719
Colombia,COL,2003,6963
Colombia,COL,2004,8370
Colombia,COL,2005,9058
Colombia,COL,2006,6591
Colombia,COL,2007,7730
Colombia,COL,2008,11042
Colombia,COL,2009,17567
Colombia,COL,2010,11747
Colombia,COL,2011,5475
Colombia,COL,2012,8288
Colombia,COL,2013,12978
Colombia,COL,2014,13868
Colombia,COL,2015,8137
Colombia,COL,2016,11545
Colombia,COL,2017,10863
Colombia,COL,2018,11001
Croatia,HRV,1992,106811
Croatia,HRV,1993,125671
Croatia,HRV,1994,107810
Croatia,HRV,1995,103281
Croatia,HRV,1996,88091
Croatia,HRV,1997,108496
Croatia,HRV,1998,143510
Croatia,HRV,1999,124890
Croatia,HRV,2000,179652
Croatia,HRV,2001,192067
Croatia,HRV,2002,206478
Croatia,HRV,2003,160203
Croatia,HRV,2004,237603
Croatia,HRV,2005,162530
Croatia,HRV,2006,215262
Croatia,HRV,2007,225265
Croatia,HRV,2008,279106
Croatia,HRV,2009,243609
Croatia,HRV,2010,172359
Croatia,HRV,2011,193961
Croatia,HRV,2012,235778
Croatia,HRV,2013,201339
Croatia,HRV,2014,175592
Croatia,HRV,2015,193451
Croatia,HRV,2016,263165
Croatia,HRV,2017,260426
Croatia,HRV,2018,227520
Cyprus,CYP,1961,45720
Cyprus,CYP,1962,91440
Cyprus,CYP,1963,89408
Cyprus,CYP,1964,66040
Cyprus,CYP,1965,137160
Cyprus,CYP,1966,50800
Cyprus,CYP,1967,86360
Cyprus,CYP,1968,50800
Cyprus,CYP,1969,101600
Cyprus,CYP,1970,55880
Cyprus,CYP,1971,111760
Cyprus,CYP,1972,81280
Cyprus,CYP,1973,13000
Cyprus,CYP,1974,111760
Cyprus,CYP,1975,50800
Cyprus,CYP,1976,55880
Cyprus,CYP,1977,56896
Cyprus,CYP,1978,68072
Cyprus,CYP,1979,64008
Cyprus,CYP,1980,81280
Cyprus,CYP,1981,76200
Cyprus,CYP,1982,81280
Cyprus,CYP,1983,62000
Cyprus,CYP,1984,83250
Cyprus,CYP,1985,102800
Cyprus,CYP,1986,61000
Cyprus,CYP,1987,112000
Cyprus,CYP,1988,145000
Cyprus,CYP,1989,140000
Cyprus,CYP,1990,98000
Cyprus,CYP,1991,59500
Cyprus,CYP,1992,171000
Cyprus,CYP,1993,193000
Cyprus,CYP,1994,154000
Cyprus,CYP,1995,134000
Cyprus,CYP,1996,128000
Cyprus,CYP,1997,36000
Cyprus,CYP,1998,54000
Cyprus,CYP,1999,112700
Cyprus,CYP,2000,37600
Cyprus,CYP,2001,116500
Cyprus,CYP,2002,128400
Cyprus,CYP,2003,150000
Cyprus,CYP,2004,100990
Cyprus,CYP,2005,60286
Cyprus,CYP,2006,58372
Cyprus,CYP,2007,52007
Cyprus,CYP,2008,3496
Cyprus,CYP,2009,40092
Cyprus,CYP,2010,46062
Cyprus,CYP,2011,45716
Cyprus,CYP,2012,67028
Cyprus,CYP,2013,36006
Cyprus,CYP,2014,2720
Cyprus,CYP,2015,52175
Cyprus,CYP,2016,2907
Cyprus,CYP,2017,18754
Cyprus,CYP,2018,18679
Czech Republic,CZE,1993,2418517
Czech Republic,CZE,1994,2419297
Czech Republic,CZE,1995,2140487
Czech Republic,CZE,1996,2262377
Czech Republic,CZE,1997,2484548
Czech Republic,CZE,1998,2093101
Czech Republic,CZE,1999,2137376
